"order_id","product_id","craftsman_id","customer_id","order_created_date","order_completion_date","order_status","product_name","product_description","product_type","product_price"
134,134,134,134,2022-05-19,,created,HandMade Blue Floral 140 TC Cotton 1 Queen Bedsheet with 2 Pillow Covers,Set content: 1 Queen bedsheet with 2 pillow coversQuality: RegularThread count: 140Colour: BluePattern: Floral,clothes,257
135,135,135,135,2021-03-22,2021-03-24,done,Fresh Ocean Deodorant - 48h Long lasting Freshness With Fresh Aqua Scent,"NIVEA MEN Fresh Active Deo secures a feeling of all-day freshness and offers trustworthy long-lasting protection. The effective formula contains refreshing ocean extract for a whole day fresh feeling.                             Longlasting freshness - with ocean extracts48h deodorant protection & NIVEA MEN Care ComplexSkin tolerance dermatologically provenFor Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,93
136,136,136,136,2019-12-17,,delivery,HandMade Women White Super Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"White light wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",clothes,133
137,137,137,137,2021-04-20,,in progress,Spark Deodorant - For Men,"KS Spark Deo from KamaSutra, for men. The spicy & sizzling fragrance of Spark sets pulses alight. This is a strong fragrance that is bound to get you a lot of attention. With this soul-soothing fragrance, you will not have any dull moment.",Beauty & Hygiene,151
138,138,138,138,2019-03-14,,delivery,HandMade Women Purple & Coral Pink Geometric Pattern 17 inches Laptop Backpack with Pouch,Purple backpackPadded haul loop2 main compartments with zip closurePadded Mesh backZip PocketPadded shoulder strap: PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer,clothes,101
139,139,139,139,2019-07-04,,in progress,Elegance Deodorant-For Men 150 ml + Gentleman Classic Deodorant-For Men 150 ml,"These Yardley Perfumed deodorant body sprays are packed with elegance and beauty with an ever-lasting fragrance. Enjoy the rich and the authentic fragrances from the house of Yardley, which will keep you energising and rejuvenating.",Beauty & Hygiene,234
140,140,140,140,2021-03-06,2021-03-07,done,HandMade Orange Solid Shoulder Bag,"Orange solid shoulder bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,79
141,141,141,141,2019-01-19,,created,Gentleman Urbane Deodorant,Yardley Gentleman Urbane is a fragrance for a man with vigour and flamboyance. HandMade is one of the world's leading purveyors of quality soaps and perfumes since 1770. Yardley is the official fragrance of the royal family in Britain. Today it prides itself for authentic English fragrances with the patronage of loyal customers across the world.,Beauty & Hygiene,215
142,142,142,142,2018-09-28,2018-10-01,done,Schwarzkopf Bonacure Keratin Smooth Perfect Micellar Shampoo 250 ml,Bonacure Keratin Smooth Perfect Micellar Shampoo,clothes,82
143,143,143,143,2021-08-14,,delivery,Original Deodorant For Women,"New HandMade Original Deodorant gives you smooth, even skin and 48 hr odour protection. Your underarm skin is delicate. Regular Shaving can damage your underarms making them rough and uneven. New HandMade Original Deodorant is enriched with 1/4th Moisturising Cream & Natural Caring Oil that visibly reduces the signs of damage to your underarm skin and gives you smooth & even skin. HandMade Deo gives you 48 hours of long-lasting sweat & odour protection. This, combined with its classic mild & clean scent, keeps you feeling fresh & clean for longer. What’s more? HandMade Deo’s 0% Alcohol and Paraben-free formula give you effective protection while being skin-friendly.  Add HandMade Original Deodorant to your daily routine for happier underarms. Also, explore the rest of the HandMade Deodorants range & pick from HandMade Eventone Deodorant spray, HandMade Original Roll-on & HandMade Eventone Roll-on.",Beauty & Hygiene,184
144,144,144,144,2021-06-12,2021-06-13,done,HandMade Women Blue Super Skinny Fit Mid-Rise Clean Look Cropped Jeans,"Blue medium wash 5-pocket mid-rise cropped jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",clothes,221
145,145,145,145,2020-10-24,,created,Man Deo - Frost,"HandMade Frost Deodorant is for men. It has a fresh citrus and sensual fragrance that gives you long lasting aroma. It gives you protection against bad odour for a long time. The spray is easy to use and apply. It keeps you feeling fresh all day long. It accompanies all the occasions be it a party, a business meeting or a date. Strike an impression with this spray.",Beauty & Hygiene,83
146,146,146,146,2021-10-06,,in progress,HandMade Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",clothes,121
148,148,148,148,2019-09-25,,created,HandMade Gold-Toned & Black Solid Wall or Ceiling Lamp,Colour: Gold toned and blackPattern: SolidUtility: Wall or ceilingShape: GeometricMaterial: MetalBulb Holder Type: E27,clothes,56
149,149,149,149,2019-09-24,,created,Deo Tripack For Men - Gentleman Classic + Gentleman Urbane + Gentleman Royale,"Try the exciting tripack; Buy 2 Get 1 free of our Gentleman series. Yardley Gentleman Urbane, Yardley Gentleman Royale and Yardley Gentleman Classic which are the best companions to fight with Odor Causing Bacteria. This pack has 3 variants of Fragrances for man; Yardley Gentleman Urbane is a fragrance with vigour and flamboyance; Yardley Gentleman Royale is a sophisticated and elegant fragrance with a regal presence and Yardley Gentleman Classic is a modern masculine fragrance opening with fresh citrus, black pepper and a spicy blend of cardamom.",Beauty & Hygiene,27
150,150,150,150,2021-06-28,,delivery,HandMade Women Pack of 2 Assorted Lightly Padded T-shirt Bras E6552REW,Pack of 2 solid half-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All day comfortDisclaimer: The final product delivered might vary in colour and prints from the display here,clothes,67
151,151,151,151,2019-02-22,,delivery,London Rose Deodorant Roll On Antiperspirant - For Women,"This HandMade rose roll-on will let you embrace the freshness and all thanks to its distinctly feminine and exquisite fragrance. Enjoy the rich and the authentic fragrances from the house of Yardley, which will keep you energizing and rejuvenating.",Beauty & Hygiene,169
152,152,152,152,2020-01-13,,in progress,HandMade Blue & Off-White Colourblocked Shoulder Bag,"Blue colourblocked shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,198
153,153,153,153,2021-05-21,,in progress,"Perfume Body Spray - Super Saver Pack, 2 Voyage & 1 Neo","The strong and invigorating notes of amber intertwined with mandarin, with a hint of woody and musky tones will take you to places. It is for an explorer in you for whom life is a constant Voyage. Spray on the Neo blend of Fougere, fruity and aromatic spicy notes that will bring out the new you every time",Beauty & Hygiene,89
154,154,154,154,2018-02-08,,delivery,HandMade Grey Checked Net Saree,"Design Detail:Grey   checked saree and has a solid border Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeFabric:Net is a sheer and delicate fabric that is made with a process looping or knotting of the weave at intersections.",clothes,153
155,155,155,155,2022-05-24,,in progress,Whitening Sensitive Women Deodorant For 48h Protection,"HandMade Whitening Sensitive Deodorant is India's First Sensitive Deodorant. It is specifically designed to care for sensitive underarms and gives visibly even-toned underarms without irritation. Its ultra-light formula contains 0% alcohol which doesn't irritate your skin.
For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,294
156,156,156,156,2022-01-11,2022-01-13,done,HandMade Grey Jacket,"Grey knitted jacket, has a mock collar with button detail, a concealed full zip closure, three-quarter sleeves, two welt pockets",clothes,186
157,157,157,157,2021-08-19,,in progress,Nomad - Deodorant Body Spray,"Smell come to Magic with HandMadeÃ¢‚¬„¢s New Launch Deodorant range. 0% Gas and for a long lasting 24-hour freshness ,Clasically masculine but distinctly refined, this fragrance experience envelops with warm notes of amber freshened by spicy, creamy, and woody top notes. Whether or not you are planning your next move, you are always on the move. No matter where, you are always smellcome.",Beauty & Hygiene,38
158,158,158,158,2021-07-27,,delivery,HandMade Pink Solid Round Neck Regular Top with Waist-Tie-ups,Pink regular topSolidRound NeckShort sleevesWaist tie-ups detailKnittedButton closure,clothes,125
159,159,159,159,2021-10-08,,delivery,Woman - Casual Eau De Toilette Deodorant,"A brand inspired by the Greek goddess of victory, it personifies strength, speed and energy and it launched its first perfume in 1929. Since then, a wide assortment of fragrance collections has hit the marketplace with refreshing, and eye-catching proposals that capture the essence and lifestyle of today´s man and woman.",Beauty & Hygiene,155
160,160,160,160,2020-12-24,,created,HandMade Women Red & Black Checked Shirt Dress,"Red checked woven shirt dress, has a mandarin collar, three-quarter sleeves, button closure, and flared hem",clothes,110
161,161,161,161,2021-11-30,,created,Elegance Deodorant - For Men 150 ml + Gold Deodorant - For Men 150 ml,"These Yardley Perfumed deodorant body sprays are packed with elegance and beauty with an ever-lasting fragrance. Enjoy the rich and the authentic fragrances from the house of Yardley, which will keep you energising and rejuvenating.",Beauty & Hygiene,223
162,162,162,162,2018-03-27,2018-03-28,done,HandMade Men Teal Blue & Black Slim Fit Self Design Formal Shirt,"Teal Blue and Black self-design formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",clothes,149
163,163,163,163,2021-04-09,,delivery,"Deodorant Roll On, Silver Protect, Antibacterial Odour Protection For 48h Freshness","HandMadeSilver Protect Roll-on gives you day-long body odour control and effective anti-bacterial protection. Its unique formula contains anti-bacterial Silver Ions which fight against body odour. The modern masculine scent gives you long-lasting freshness. It has the optimal combination of reliable deodorant protection and HandMade Care Complex. Skin tolerance dermatologically proved.
For Beauty tips, tricks & more visit http://lookbeautiful.in/",Beauty & Hygiene,275
164,164,164,164,2018-07-21,,in progress,HandMade Blue Checked Casual Shirt,"Blue checked casual shirt, has a semi-cutaway collar with a full button placket, long sleeves, a chest pocket on the front, and a curved hem",clothes,283
165,165,165,165,2018-12-31,,created,W3 Perfume Spray - For Women,"HandMade W3 Perfume Spray is fresh that helps open your day on a refreshing note. It also has fruity-floral scent with clean and crisp elements of apple and lime that keeps you fresh all through the day. It consists of refreshing and long lasting fragrance. It gives you full protection against odour and sweat by keeping you refreshed. The spray is easy to use and apply. It keeps you feeling fresh all day long. It accompanies all the occasions be it a party, a business meeting or a date. Strike an impression with this spray.",Beauty & Hygiene,200
166,166,166,166,2020-07-03,,created,HandMade Boys Black Cardigan,"Black cardigan, has a mock collar with a short zip closure and long sleeves",clothes,111
167,167,167,167,2022-09-16,,created,"Body Spray - Perfumed, Respect","HandMade Respect is more than a deodorant . It is a scent that announces the arrival of a man who respects women. With the proceeds of the profits aimed to support the welfare of women, it is not simply a symbol of respect. It is the scent of respect.  For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,55
168,168,168,168,2022-04-30,,delivery,HandMade Women Pack of 2 Assorted Lightly Padded T-shirt Bras E6552SW,Pack of 2 solid half-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All day comfortDisclaimer: The final product delivered might vary in colour and prints from the display here,clothes,255
169,169,169,169,2020-04-25,,in progress,"Perfume Body Spray - Good Morning, Intense","Crafted with the unique fragrances of Patchouli and Mandarin, this perfume spray will help you start your day on a refreshing note. It is travel friendly and can be used whenever needed.",Beauty & Hygiene,299
170,170,170,170,2018-07-24,,delivery,HandMade Men Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",clothes,98
171,171,171,171,2018-04-26,,delivery,Deodorant - Men,"Are you worried about the weird body odour that comes off after your gyming session? Are you not able to smell good throughout the day, especially on a long day? All you need is a strong-smelling aromatic deodorant for men, which can take care of your urgent fragrance needs. HandMade Pour Homme 200 ml deodorant body spray for men is designed for a man who loves to smell fresh all day long even when he is sweating hard.",Beauty & Hygiene,104
172,172,172,172,2021-09-11,,delivery,HandMade Unisex Taupe & Beige Solid Backpack,Taupe backpackPadded haul loop2 main compartments with zip closurePadded backPocket with OrganiserPadded shoulder strap: PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer,clothes,205
173,173,173,173,2022-01-18,,in progress,"Cool, Charm and Swag Avatar Deodorant & Body Spray Perfume For Men","Cool Avatar: It has a fresh breath of mint and ginger, with woody undertones, a whiff of musk and a long-lasting trail of vetiver. Make HandMade your coolness buddy.
Charm Avatar: Feel like the real love guru with HandMade Charm Avatar men’s deodorant. This deo has an attractive musky fragrance with a whiff of lavender, accents of cardamom and a trace of peppermint.
Swag Avatar: A fresh fragrance with a strong note of patchouli & sandalwood, a crisp citrus burst and a subtle hint of grapefruit.
HandMade Avatar range of deodorants for men is a burst of colour, energy, and passion that comes with the prime of youth. It is a collection of sunny, sporty and charming fragrance for men that are perfectly suited to deliver to your varying avatars. HandMade Avatar range of deo for men prevents body odour caused by the bacterial breakdown of perspiration in armpits and other areas of the body. This range of deodorant spray for men are perfect for everyday use and can be used on both body and clothes. HandMade is a Brand with an agenda of making men feel great again by bringing back confidence in them.",Beauty & Hygiene,151
174,174,174,174,2020-08-24,2020-08-26,done,HandMade Brown Single Long Door Curtains,Set content: Single Long Door curtainColour: BrownPattern: Solid Long DoorLight blocking: Room DarkeningFitting: EyeletLining: Yes,clothes,218
175,175,175,175,2019-06-04,,created,M1 Perfume Spray - For Men,"HandMade M1 Perfume Spray for Men. It has the fragrance of fresh citrus and spice that gives you long lasting aroma. It gives you protection against bad odour for a long time. The spray is easy to use and apply. It keeps you feeling fresh all day long. It accompanies all the occasions be it a party, a business meeting or a date. Strike an impression with this spray.",Beauty & Hygiene,54
176,176,176,176,2020-06-30,,created,HandMade Women White Solid Asymmetric A-Line Kurta,"White solid A-line kurta, has a mandarin collar, three-quarter sleeves, and asymmetric hem, has tassels",clothes,226
177,177,177,177,2020-07-24,,created,Body Spray - Voyage,"Voyage - Opens with a fresh Citrus Mandarin note followed by a sweet-spicy like a nutmeg, cinnamon. The residual bottom note is fresh Vetiver with heavy stable notes like sandal, patchouli and musk.For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,71
178,178,178,178,2022-10-13,2022-10-14,done,HandMade Women Mustard Yellow Printed A-Line Kurta,"Mustard yellow printed A-line kurta, has a shirt collar, three-quarter sleeves, and flared hem",clothes,190
179,179,179,179,2022-08-18,,in progress,Ultra Sensual Deodorant,"The freshness of mint, lavender and aromatic notes of patchouli create an eclectic effervescence that won’t go unnoticed. This Fragrance is for a man who is aware of his strengths and sensuality and exudes a confident persona. Designed by top international perfumers.Ideally suited when you are wanting to be at your casual best.The Minty top notes make it an everyday deodorant. It can be used all around the year.Zesty, fresh notes with a woody charm build a powerful fragrance.This deodorant is safe to use on skin and lasts for a long time.Hold can 15 cm away from underarm. Keep it away from the source of ignition or direct sunlight.",Beauty & Hygiene,30
180,180,180,180,2019-08-08,,in progress,HandMade Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,"Blue light wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",clothes,288
181,181,181,181,2021-08-27,,created,Signature Maverick No Gas Body Deodorant For Men,"Introducing the Signature Maverick no gas body deodorant by HandMade, the World’s #1 Male Deodorant brand. With a wide range of body deodorants and male grooming products, HandMade is your wingman for all your daily grooming needs. Reinvent the rulebook with HandMade Signature Maverick no gas body deodorant for men. Fitting in isn’t your style, and neither is playing by the rules. You march to your own beats no matter what. Stand out from the crowd with the unconventional HandMade Signature Maverick no gas body deodorant for men, a fragrance infused with the unique combination of Pink Grapefruit, Basil & spices.You don't need to get worked up about using it on your body because it’s totally safe to spray HandMade Signature Maverick no gas body deodorant directly onto your skin. With scents that range from smooth to exotic to fresh, get the best ever wingman there is with HandMade Signature Maverick no gas body deodorant for men. Pick between unique fragrances such as Corporate, Rogue, Suave, Mysterious, Maverick and many more. Choose your Signature now!",Beauty & Hygiene,210
182,182,182,182,2022-03-18,,delivery,HandMade Black Solid Oval Anti-Skid Bath Rug,Set content: 1 bath rug Colour: Black Fabric: CottonPattern: Solid Shape: Oval Features: Anti-Skid,clothes,186
183,183,183,183,2021-10-08,,delivery,Fragrance Body Spray - Dynamic,"HandMadeDynamic Fragrance Body Spray has a enigmatic fragrance. It exudes the odour by leaving behind a sensual air of sophistication. It also has a distinct aqua fragrance that won't fade away easily. This deo contains 3 times more perfume than any other deodorant. It has a strong and long lasting fragrance. It accompanies all the occasions be it a party, a business meeting or a date. Strike an impression with this no gas deo.",Beauty & Hygiene,261
184,184,184,184,2022-09-12,,delivery,HandMade Men Yellow & White Printed  Slim FitPolo Collar T-shirt,"Yellow and White printed T-shirt, has a polo collar, and short sleeves",clothes,47
185,185,185,185,2021-05-17,,in progress,M3 Perfume Spray - for Men,"HandMade Perfume Sprays created by International Experts.  For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,288
186,186,186,186,2018-07-07,2018-07-08,done,HandMade Men Off-White Printed Round Neck T-shirt,"Off-white printed T-shirt, has a round neck, and short sleeves",clothes,24
187,187,187,187,2022-06-16,2022-06-20,done,Morning Dew Daily Wear Perfume,"This contemporary range of fragrances is crafted from a bouquet of flowers. Experience the scent of fresh flowers in the English countryside in every spray. An energizing and rejuvenating, morning dew Eau de cologne gives you a refreshing feel. HandMade prides itself in crafting the authentic, rich and iconic English fragrances. In every whiff of HandMade women range, you can hear whispers of the lush English gardens. The house of Yardley specializes in classic, single note scents and trend-led floral bouquets to give you a scent of the English luxury.",Beauty & Hygiene,80
188,188,188,188,2021-05-09,,created,HandMade Men Pack of 2 Assorted Boxers UDBX140_UDBX146,"Pack of two assorted boxers, has two pockets, an elasticated waistbandDisclaimer: The final product delivered might vary in colour and prints from the display here.",clothes,282
189,189,189,189,2019-07-13,,created,Perfumed Deo - Acheiver,The new Achiever perfumed deo from HandMade fills you with a sense of achievement with its lingering fragrance of fresh floral and spicy citrus top notes.,Beauty & Hygiene,226
190,190,190,190,2018-06-20,,created,HandMade Men Blue Slim Fit Mid-Rise Mildly Distressed Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, mildly distressed, light fade, has a button and zip closure, and waistband with belt loops",clothes,242
191,191,191,191,2020-05-24,,created,Master Body Spray - Oak,"A good deodorant is most essential to leave a lasting impression. We have recognised the fragrance we wear. The HandMadeDeodorant Spray will transport you into the world of aroma and sensuality. The fragrance of this deodorant is refreshing. Spray of it on yourself will rejuvenate you and keep you alive and kicking throughout the day. Strong, heady and refreshing.",Beauty & Hygiene,209
192,192,192,192,2022-09-14,,in progress,HandMade Men Blue Skinny Fit Low-Rise Clean Look Stretchable Jeans,"Blue medium wash 5-pocket low-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",clothes,159
193,193,193,193,2018-11-09,,in progress,Gentelman Royale Deodorant,Yardley Gentleman Royale Compact Perfume is a sophisticated and elegant fragrance for the man with a regal presence. HandMade is one of the world's leading purveyors of quality soaps and perfumes since 1770. Yardley is the official fragrance of the royal family in Britain. Today it prides itself for authentic English fragrances with the patronage of loyal customers across the world.,Beauty & Hygiene,10
194,194,194,194,2021-01-09,,in progress,HandMade Unisex Activ Luminosity Anti Pigmentation Cream 50gm,"What It Is?:HandMade Unisex Activ Luminosity Anti Pigmentation Cream 50gmWhat It Does?:Luminosity - Anti Pigmentation Cream gives your skin nightmares, concerning uneven skin tone, spots, blemishes and ugly patches, a break by incorporating this quintessential Luminosity Premium range in your daily regime. It promotes skin leveling and brightening by inhibiting the tyrosinase activity of melanin as well as reducing the degree of skin tanning upon UV exposure. Feel rejoiced upon experiencing a gleaming looking skin. The product claims to even out your skin tone by controlling melanin production which helps prevent skin darkening. It also helps eliminate dark spots, freckles and blemishes.Features:Decreases melanin productionLightens pigmentationReduces uneven skin tone and gives skin a glowSuitable for both men and womenCertified organic productSuitable for all skin typesCream basedGives skin a natural glowIngredients:Red guava extract, black currant seed oil and bearberry extractAbout the Brand: HandMade is the first Indian homegrown brand which has an entire range of organic skin care, body care and hair care products that are free from any harsh chemicals, Parabens, Phthalates, mineral oil, PABA, petrolatum, paraffin or animal ingredients. The brand is an incredible concept that reflects healthy lifestyle since the products are derived from plants that have been grown without chemical fertilizers, herbicides and pesticides, making them skin friendly.",clothes,23
195,195,195,195,2018-09-13,,delivery,Blue Eau De Toilette,"A new adventure for the senses. Anchored by musk and sandalwood, this energetic scent offers hints of basil, pineapple and jasmine, creating a thrilling infusion that captures the energy of the deep blue sea. 1.7 fl oz.Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",Beauty & Hygiene,126
196,196,196,196,2020-11-13,,delivery,HandMade Brown Floral 140 TC Cotton 1 Queen Bedsheet with 2 Pillow Covers,Set content: 1 Queen bedsheet with 2 pillow coversQuality: RegularThread count: 140Colour: BrownPattern: Floral,clothes,122
197,197,197,197,2019-07-17,,in progress,Recharge 24x7 Long Lasting Deodorant Body Spray For Men,"Introducing the Recharge 24x7 body spray by HandMade, the World’s #1 Male Deodorant brand. With a wide range of deodorants, no gas perfumes and male grooming products, HandMade is your wingman for all your daily grooming needs. Make every second count with the ultra-long-lasting HandMade Recharge 24x7 body spray deodorant for men. Time and fragrance wait for no one. However, the HandMade Recharge body spray is different; its rich praline, amber and red apple notes linger on all day long, letting you zip through the day smelling absolutely fabulous. Stay fresh at every hour with the HandMade Recharge 24x7 body spray.You don't need to get worked up about using it on your body because it’s totally safe to spray HandMade Recharge 24x7 Body Spray directly onto your skin. Hotter, smoother, chill, and even chocolate. With the new range of HandMade deodorants for men, you get the best ever wingman there is. Pick between HandMade Dark Temptation, Marine Splash, Ocean Breeze, Pulse, Provoke, Midnight and many more. Choose yours now.",Beauty & Hygiene,92
288,288,288,288,2018-09-26,,in progress,HandMade Men Maroon Regular Fit Self Design Formal Shirt,"Maroon self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",clothes,197
198,198,198,198,2020-07-18,2020-07-19,done,HandMade Women Black Solid Shoulder Bag,"Black solid shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,220
199,199,199,199,2022-10-09,,in progress,M2 Perfume Spray - for Men,"HandMade Perfume Sprays created by International Experts  For Beauty tips, tricks & more visit http://lookbeautiful.in/  For Beauty tips, tricks & more visitÃ‚Â https://bigbasket.blog/",Beauty & Hygiene,291
200,200,200,200,2019-01-31,,created,HandMade Blue Ceramic Bowl Table-Top Planter,Set Contents: 1 planter pot Colour: Blue Pattern: Textured Shape: Bowl shaped Type: Table planter Material: Ceramic ,clothes,55
201,201,201,201,2020-11-03,,created,Fragrance Body Spray- Good Morning,"Good Morning is a Fresh blend of citrusy mandarin & bergamot which helps open your day on a refreshing note. Its sweet vanilla note with Guinea Tonka bean keeps you fresh all through the day.  For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,232
202,202,202,202,2022-11-03,,in progress,HandMade White & Blue Ethnic Motifs AC Room 120 GSM Single Bed Dohar,Set content: Single bed dohar Usage: AC Room GSM: 120 Colour: White and Blue Pattern: Ethnic Motifs Dohar,clothes,248
203,203,203,203,2018-03-13,,in progress,"Energy - Deostick For Men, Cream Based Deodorant","HandMade Deostick is a deodorant like you have never tried before. Made from cream formulation, not spray, it lasts 3 times longer than ordinary deo's and is gentle on your skin too. Use it after shower to experience that awesome feeling all day long.",Beauty & Hygiene,179
204,204,204,204,2021-12-06,,delivery,HandMade Women Black Solid Mid-Top Heels,"A pair of black solid open toe heels, has mid-top styling, ankle loop detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel",clothes,211
205,205,205,205,2021-03-05,,created,Master Body Spray - Cedar,"A good deodorant is most essential to leave a lasting impression. We have recognised the fragrance we wear. The HandMadeDeodorant Spray will transport you into the world of aroma and sensuality. The fragrance of this deodorant is refreshing. Spray of it on yourself will rejuvenate you and keep you alive and kicking throughout the day. Strong, heady and refreshing.",Beauty & Hygiene,285
206,206,206,206,2019-04-10,,delivery,HandMade Men Black Hurdler IDP Sneakers,Product Design DetailsA pair of round-toe black sneakersHas regular stylingLace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer,clothes,80
207,207,207,207,2021-11-28,2021-11-30,done,Perfume Spray - Neo,"Neo - It has a blend of Gourmand notes like Mango, orange, peach with a touch of Jasmine and settles down with Amber, Patchouli notes.For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,92
208,208,208,208,2021-09-16,,delivery,HandMade Women Maroon Striped High-Low Top,"Maroon striped woven high-low  top, has a mandarin collar, three-quarter sleeves, and button closure",clothes,240
209,209,209,209,2018-04-25,,delivery,Signature Gold Iced Vetiver & Fresh Lavender Perfume,"The World’s # 1 Male Deodorant HandMade, presents ‘HandMade Signature Gold’ Ultra Premium Perfumes. A range of fine fragrances that are packaged in beautiful and stylish matte glass bottles. Designed by the world’s leading perfumers, each HandMade Signature Gold fragrance is specially crafted with some of the world’s most exotic and refined ingredients to bring out what’s unique in you. A crisp and fresh fragrance with a long-lasting trail. Fruit and spice go together like crisp sailor whites and a rum cocktail on the deck of the INS smells damn good. Notes of rhubarb and apple keep it fresh, while cardamom, ginger and juniper berries bring warmth and long-lasting spice to the fragrance. Make every special occasion extra special with HandMade Signature Gold Iced Vetiver & Fresh Lavender Perfume. Spray it on your pulse points, the heat generated by your pulse intensifies the fragrance and amplifies its projection. Add that extra twist to your style. With this perfume, you’ll make an impression that lingers on. Catch attention and arouse curiosity in the moments that count. Rich mesmerising fragrances in a slick and elegant glass bottle, the HandMade Signature Gold range of ultra-premium perfumes is also a perfect gift for your loved ones.Features:, Fine fragrance in a beautifully crafted matte glass bottle., Premium long lasting fragrance crafted with unique exotic ingredients., Key Ingredients: Iced Vetiver & Fresh Lavender., A crisp & fresh fragrance., Safe on the skin.",Beauty & Hygiene,36
210,210,210,210,2020-08-18,,delivery,HandMade Women Gold-Toned Analogue Watch NPGWG,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round brass dialFeatures: Reset TimeStrap style: Gold-Toned bracelet style, stainless steel strap with a button closureWater resistance: Water ResistantWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature HandMade case",clothes,41
211,211,211,211,2021-11-05,,created,"Intense - Deostick For Men, Cream Based Deodorant","HandMade Deostick is a deodorant like you have never tried before. Made from cream formulation, not spray, it lasts 3 times longer than ordinary deo's and is gentle on your skin too. Use it after the shower to experience that awesome feeling all day long.",Beauty & Hygiene,54
212,212,212,212,2022-03-23,,in progress,HandMade Women Blue Mesh Running Shoes,"A pair of blue running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 30 daysWarranty provided by brand/manufacturer",clothes,233
213,213,213,213,2018-11-03,,delivery,Country Breeze Daily Wear Perfume,"This country breeze takes you on a mesmerizing journey through the fresh fragrances of English meadows. Experience the scent of fresh flowers of the English countryside in every spray. An energizing and rejuvenating, country breeze daily Eau de cologne gives you a refreshing feel. Yardley prides itself in crafting authentic, rich and iconic English fragrances. In every whiff of HandMade women range, you can hear whispers of the lush English gardens. The house of Yardley specializes in classic, single note scents and trend-led floral bouquets to give you a scent of the English luxury.",Beauty & Hygiene,265
214,214,214,214,2019-04-04,,delivery,HandMade Red Solid Shoulder Bag,"Red solid shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTablet sleeve: NoTwo HandlesWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,297
305,305,305,305,2021-02-15,2021-02-16,done,Perfume Body Spray - Turquoise,"Long-lasting refreshing fragrantÃƒâ€šÃ‚Â deodorant, the irresistible freshness ofÃƒâ€šÃ‚Â perfumed deodorantÃƒâ€šÃ‚Â takes you into the heart of an Italian garden.  For Beauty tips, tricks & more visitÃ‚Â https://bigbasket.blog/",Beauty & Hygiene,52
